,Address - From Geocoder,Company_Name,File_List,Geocode Score,Header,Header_Clean,Latitude,Longitude,Match Score,Query,Text
3322,"927 Eddy St, Providence, RI",Bomar Pharmacy,['cd1978/entry/1978_Page_91 (2)_53.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.80255319054985,-71.4066049084663,100.0,927 EDDY ST PROVIDENCE,Bomar Pharmacy 927 Eddy St
3323,"171 Weybosset St, Providence, RI",Brooks Discount Center (Adams Drug Co),"['cd1978/entry/1978_Page_91 (2)_54.png', 'cd1978/entry/1978_Page_91 (2)_55.png']",100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.82218412175175,-71.41192950197457,100.0,171 WEYBOSSET ST PROVIDENCE,Brooks Discount Center (Adams Drug Co) 171 Weybosset St
3324,"327 Westminster St, Providence, RI",Brooks Drug Center,['cd1978/entry/1978_Page_91 (2)_56.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.821949972598816,-71.41403313279142,100.0,327 WESTMINSTER ST PROVIDENCE,Brooks Drug Center 327 Westminster St
3325,"63 Pocasset Ave, Providence, RI",Buonanno Drug Inc,['cd1978/entry/1978_Page_91 (2)_57.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.811890234764384,-71.45017780797197,100.0,63 POCASSET AVE PROVIDENCE,Buonanno Drug Inc 63 Pocasset Av
3326,"1101 Chalkstone Ave, Providence, RI",Butterfield’s Drug Store Inc,"['cd1978/entry/1978_Page_91 (2)_58.png', 'cd1978/entry/1978_Page_91 (2)_59.png']",100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.832505713829306,-71.44448140677261,100.0,1101 CHALKSTONE AVE PROVIDENCE,Butterfield’s Drug Store Inc 1101 Chalkstone Av
3327,"195 Cole Ave, Providence, RI",Cole Avenue Pharmacy Inc,['cd1978/entry/1978_Page_91 (2)_60.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.83984611483822,-71.38857831588435,100.0,195 COLE AVE PROVIDENCE,Cole Avenue Pharmacy Inc 195 Cole Av
3328,"268 Thayer St, Providence, RI",College House Pharmacy,['cd1978/entry/1978_Page_91 (2)_61.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.82912688830384,-71.40083629849897,100.0,268 THAYER ST PROVIDENCE,College House Pharmacy 268 Thayer St
3329,"598 Elmwood Ave, Providence, RI",Colonial Pharmacy Corp,['cd1978/entry/1978_Page_91 (2)_62.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.795769468474276,-71.42487157067856,100.0,598 ELMWOOD AVE PROVIDENCE,Colonial Pharmacy Corp 598 Elmwood Av
3330,"394 Wickenden St, Providence, RI",Cornell’s Pharmacy Inc,['cd1978/entry/1978_Page_91 (2)_63.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.819869193931886,-71.39531186799015,100.0,394 WICKENDEN ST PROVIDENCE,Cornell’s Pharmacy Inc 394 Wickenden St
3331,"344 Broadway, Providence, RI",D'Andrea Pharmacy Inc,['cd1978/entry/1978_Page_91 (2)_64.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.819806173707214,-71.42913360770795,100.0,344 BROADWAY PROVIDENCE,"""D'Andrea Pharmacy Inc 344 Broadway"""
3332,"514 Broad St, Providence, RI",Doherty Drug Inc,['cd1978/entry/1978_Page_91 (2)_66.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.81001286674321,-71.42099575480034,100.0,514 BROAD ST PROVIDENCE,Doherty Drug Inc 514 Broad St
3333,"632 Hope St, Providence, RI",East Side Prescription Center,['cd1978/entry/1978_Page_91 (2)_67.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.8438680982432,-71.39763128928047,100.0,632 HOPE ST PROVIDENCE,East Side Prescription Center 632 Hope St
3334,"895 Smith St, Providence, RI",Elmhurst Drug,['cd1978/entry/1978_Page_91 (2)_68.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.84069420026593,-71.44052619966729,100.0,895 SMITH ST PROVIDENCE,Elmhurst Drug 895 Smith St
3335,"110 Lockwood St, Providence, RI",Esco Drug Co Inc,['cd1978/entry/1978_Page_91 (2)_69.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.81172412419535,-71.41124804875666,100.0,110 LOCKWOOD ST PROVIDENCE,Esco Drug Co Inc 110 Lockwood St
3336,"841 Broad St, Providence, RI",Genter's Pharmacy,['cd1978/entry/1978_Page_91 (2)_70.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.800914352763044,-71.41805950075093,100.0,841 BROAD ST PROVIDENCE,"""Genter's Pharmacy 841 Broad St"""
3337,"149 Elmgrove Ave, Providence, RI",Hall’s Drug Inc,['cd1978/entry/1978_Page_91 (2)_71.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.83473243147604,-71.3909387225792,100.0,149 ELMGROVE AVE PROVIDENCE,Hall’s Drug Inc 149 Elmgrove Av
3338,"187 Elmwood Ave, Providence, RI",Hanover Drug Co,['cd1978/entry/1978_Page_91 (2)_72.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.8078904567,-71.42483874745325,100.0,187 ELMWOOD AVE PROVIDENCE,Hanover Drug Co 187 Elmwood Av
3339,"736 Hope St, Providence, RI",Ivy Apothecary,['cd1978/entry/1978_Page_91 (2)_73.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.84676173047347,-71.3961992600487,100.0,736 HOPE ST PROVIDENCE,Ivy Apothecary 736 Hope St
3340,"302 Atwells Ave, Providence, RI",Jaybee Cleaners,['cd1978/entry/1978_Page_91 (2)_74.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.82362330121194,-71.42784361594705,100.0,302 ATWELLS AVE PROVIDENCE,Jaybee Cleaners 302% Atwells Av
3341,"963 Broad St, Providence, RI",Lenox Drug Co,['cd1978/entry/1978_Page_91 (2)_75.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.79817340557114,-71.41469782194994,100.0,963 BROAD ST PROVIDENCE,Lenox Drug Co 963 Broad St
3342,"676 Broad St, Providence, RI",Leo’s Pharmacy,['cd1978/entry/1978_Page_91 (2)_76.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.80575052310605,-71.41969082583849,100.0,676 BROAD ST PROVIDENCE,Leo’s Pharmacy 676 Broad St
3343,"802 Atwells Ave, Providence, RI",Lepore A C & Sons,['cd1978/entry/1978_Page_91 (2)_77.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.82475052568313,-71.44340463350326,100.0,802 ATWELLS AVE PROVIDENCE,Lepore A C & Sons 802 Atwells Av
3344,"802 Atwells Ave, Providence, RI",Lepore Medical Center,['cd1978/entry/1978_Page_91 (2)_78.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.82475052568313,-71.44340463350326,100.0,802 ATWELLS AVE PROVIDENCE,Lepore Medical Center 802 Atwells Av
3345,"941 Chalkstone Ave, Providence, RI",Mc Carthy’s Drug Store Inc,"['cd1978/entry/1978_Page_91 (2)_79.png', 'cd1978/entry/1978_Page_91 (2)_80.png']",100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.832704132480316,-71.4384336682934,100.0,941 CHALKSTONE AVE PROVIDENCE,Mc Carthy’s Drug Store Inc 941 Chalkstone
3346,"1009 Smith St, Providence, RI",New La Salle Pharmacy,['cd1978/entry/1978_Page_91 (2)_81.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.8426380024027,-71.44508302578164,100.0,1009 SMITH ST PROVIDENCE,New La Salle Pharmacy 1009 Smith St
3347,"419 Smith St, Providence, RI",Norman’s Pharmacy,['cd1978/entry/1978_Page_91 (2)_82.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.835126810454554,-71.42521509285528,100.0,419 SMITH ST PROVIDENCE,Norman’s Pharmacy 419 Smith St
3348,"1453 Broad St, Providence, RI",Prescott Drug Co,['cd1978/entry/1978_Page_91 (2)_83.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.78764509798268,-71.40310983330532,100.0,1453 BROAD ST PROVIDENCE,Prescott Drug Co 1453 Broad St
3349,"576 Hartford Ave, Providence, RI",Prescription World Inc,['cd1978/entry/1978_Page_91 (2)_84.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.81922796217928,-71.46358129514373,100.0,576 HARTFORD AVE PROVIDENCE,Prescription World Inc 576 Hartford Av
3350,"613 Cranston St, Providence, RI",Prime Drug Inc,['cd1978/entry/1978_Page_91 (2)_85.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.8070290642041,-71.43578910440512,100.0,613 CRANSTON ST PROVIDENCE,Prime Drug Inc 613 Cranston St
3351,"309 Smith St, Providence, RI",Smith Hill Prescription Center Inc,"['cd1978/entry/1978_Page_91 (2)_86.png', 'cd1978/entry/1978_Page_91 (2)_87.png']",100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.833831737747744,-71.4219788664251,100.0,309 SMITH ST PROVIDENCE,Smith Hill Prescription Center Inc 309 Smith St
3352,"304 Broad St, Providence, RI",Stewart Pharmacy,['cd1978/entry/1978_Page_91 (2)_88.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.81474328514468,-71.42092377643681,100.0,304 BROAD ST PROVIDENCE,Stewart Pharmacy 304 Broad St
3353,"508 Plainfield St, Providence, RI",Thomas Drug Inc,['cd1978/entry/1978_Page_91 (2)_89.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.813177793890034,-71.45544207384448,100.0,508 PLAINFIELD ST PROVIDENCE,Thomas Drug Inc 508 Plainfield St
3354,"212 Thayer St, Providence, RI",University Drug Store,['cd1978/entry/1978_Page_91 (2)_90.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.82731399326904,-71.40062104709983,100.0,212 THAYER ST PROVIDENCE,University Drug Store 212 Thayer St
3355,"550 Charles St, Providence, RI",White Cross Pharmacy Inc,['cd1978/entry/1978_Page_91 (2)_91.png'],100.0,DRUGGISTS—RETAIL,Druggists-Retail,41.85057937775561,-71.42008982274298,100.0,550 CHARLES ST PROVIDENCE,White Cross Pharmacy Inc 550 Charles St
3356,"204 Hartford Ave, Providence, RI",Mc Keasson & Robbins Inc,['cd1978/entry/1978_Page_91 (3)_2.png'],100.0,DRUGGISTS—WHOL,DRUGGISTS-WHOLESALE,41.817179959878885,-71.44931273438252,100.0,204 HARTFORD AVE PROVIDENCE,Mc Keasson & Robbins Inc 204 Hartford Av
3357,"284 Slater Ave, Providence, RI",Prescott Drug & Chemical Co,['cd1978/entry/1978_Page_91 (3)_3.png'],100.0,DRUGGISTS—WHOL,DRUGGISTS-WHOLESALE,41.842786121909626,-71.38797469576745,100.0,284 SLATER AVE PROVIDENCE,Prescott Drug & Chemical Co 284 Slater Av
3358,"200 Niantic Ave, Providence, RI",Providence Wholesale Drug Co,['cd1978/entry/1978_Page_91 (3)_4.png'],100.0,DRUGGISTS—WHOL,DRUGGISTS-WHOLESALE,41.79757179353445,-71.43928593570753,100.0,200 NIANTIC AVE PROVIDENCE,Providence Wholesale Drug Co 200 Niantic Av
3359,"173 Wickenden St, Providence, RI",Adler Brothers Inc,['cd1978/entry/1978_Page_91 (3)_6.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.8192191144624,-71.3996872880932,100.0,173 WICKENDEN ST PROVIDENCE,Adler Brothers Inc 173 Wickenden St
3360,"289 Atwells Ave, Providence, RI",Almonte Rinaldo,['cd1978/entry/1978_Page_91 (3)_7.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.82371403406824,-71.42757740302426,100.0,289 ATWELLS AVE PROVIDENCE,Almonte Rinaldo 289 Atwells Av
3361,"898 Allens Ave, Providence, RI",Bertex Fabrics,['cd1978/entry/1978_Page_91 (3)_10.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.79105040188354,-71.39657137121438,100.0,898 ALLENS AVE PROVIDENCE,Bertex Fabrics 898 Allens Av
3362,"190 Atwells Ave, Providence, RI",Carrie’s Dry Goods Store,['cd1978/entry/1978_Page_91 (3)_11.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.82337921355371,-71.42434009060872,100.0,190 ATWELLS AVE PROVIDENCE,Carrie’s Dry Goods Store 190 Atwells Av
3363,"347 Hawkins St, Providence, RI",Famiglietti John J,['cd1978/entry/1978_Page_91 (3)_12.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.85178312074411,-71.41824919029003,100.0,347 HAWKINS ST PROVIDENCE,Famiglietti John J 347 Hawkins St
3364,"1085 Chalkstone Ave, Providence, RI",Fashion Fabrica,['cd1978/entry/1978_Page_91 (3)_13.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.83244561269638,-71.443926570704,100.0,1085 CHALKSTONE AVE PROVIDENCE,Fashion Fabrica 1085 Chalkstone Av
3365,"51 Eddy St, Providence, RI",Garr’s Fabrics Inc,['cd1978/entry/1978_Page_91 (3)_14.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.82375153737542,-71.4131640116786,100.0,51 EDDY ST PROVIDENCE,Garr’s Fabrics Inc 51 Eddy St
3366,"90 Ruggles St, Providence, RI",Gilden Alvin C,['cd1978/entry/1978_Page_91 (3)_15.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.837187733973224,-71.4283767667128,100.0,90 RUGGLES ST PROVIDENCE,Gilden Alvin C 90 Ruggles St
3367,"519 N Main St, Providence, RI",Heller & Michaelson Inc,['cd1978/entry/1978_Page_91 (3)_16.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.83553937206741,-71.40967294558828,100.0,519 NORTH MAIN ST PROVIDENCE,Heller & Michaelson Inc 519 N Main St
3368,"28 Academy Ave, Providence, RI",Ideal Fabric Shoppe,['cd1978/entry/1978_Page_91 (3)_17.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.82545145900437,-71.44350752629548,100.0,28 ACADEMY AVE PROVIDENCE,Ideal Fabric Shoppe 28 Academy Av
3369,"858 Admiral St, Providence, RI",Linda Shoppe The,['cd1978/entry/1978_Page_91 (3)_18.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.85169276439249,-71.44495802834437,100.0,858 ADMIRAL ST PROVIDENCE,Linda Shoppe The 858 Admiral St
3370,"200 S Main St, Providence, RI",Linens Etcetera,['cd1978/entry/1978_Page_91 (3)_19.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.823199169173975,-71.40574457462262,100.0,200 SOUTH MAIN ST PROVIDENCE,Linens Etcetera 200 S Main St ist F!
3371,"374 Wickenden St, Providence, RI",Lisbon Dry Goods Store,['cd1978/entry/1978_Page_91 (3)_20.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.819724073284036,-71.39577241294623,100.0,374 WICKENDEN ST PROVIDENCE,Lisbon Dry Goods Store 374 Wickenden St
3372,"618 Charles St, Providence, RI",Palmisciano Assunta Mrs,['cd1978/entry/1978_Page_91 (3)_21.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.85331018864765,-71.4205104289841,100.0,618 CHARLES ST PROVIDENCE,Palmisciano Assunta Mrs 618 Charles St
3373,"733 River Ave, Providence, RI",Solomon Donald J,['cd1978/entry/1978_Page_91 (3)_22.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.84811115830874,-71.43899224619483,100.0,733 RIVER AVE PROVIDENCE,Solomon Donald J 733 River Av
3374,"1362 Mineral Spring Ave, Providence, RI",Textile Center,"['cd1978/entry/1978_Page_91 (3)_23.png', 'cd1978/entry/1978_Page_91 (3)_24.png']",100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.86721489555106,-71.43851217747822,100.0,1362 MINERAL SPRING AV PROVIDENCE,Textile Center 1362 Mineral Spring Av(N
3375,"12 Sharon St, Providence, RI",Thomas Wm G,['cd1978/entry/1978_Page_91 (3)_25.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.835568899988765,-71.44113110208373,100.0,12 SHARON ST PROVIDENCE,Thomas Wm G 12 Sharon St
3376,"303 Atwells Ave, Providence, RI",Vincent's Specialty Store,['cd1978/entry/1978_Page_91 (3)_26.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.823735489239866,-71.42787124559212,100.0,303 ATWELLS AVE PROVIDENCE,"""Vincent's Specialty Store 303 Atwells Av"""
3377,"178 10th St, Providence, RI",Weiler Kurt,['cd1978/entry/1978_Page_91 (3)_27.png'],100.0,DRY GOODS—RETAIL,Dry Goods-Retail,41.854131358780656,-71.39457185781708,100.0,178 10TH ST PROVIDENCE,Weiler Kurt 178 10th St
3378,"50 Aleppo St, Providence, RI",General Fabrics Co,['cd1978/entry/1978_Page_91 (3)_31.png'],100.0,DRY GOODS—WHOL,DRY GOODS-WHOL,41.819891282825076,-71.44828149245164,100.0,50 ALEPPO ST PROVIDENCE,General Fabrics Co 50 Aleppo St Bldg 5
3379,"101 N Main St, Providence, RI",Pilgrim Mills,['cd1978/entry/1978_Page_91 (3)_32.png'],100.0,DRY GOODS—WHOL,DRY GOODS-WHOL,41.82790498826634,-71.40921154705684,100.0,101 NORTH MAIN ST PROVIDENCE,Pilgrim Mills 101 N Main St
3380,"1070 N Main St, Providence, RI",Ross P H & Sons,['cd1978/entry/1978_Page_91 (3)_33.png'],100.0,DRY GOODS—WHOL,DRY GOODS-WHOL,41.84994477154033,-71.40330137684023,100.0,1070 NORTH MAIN ST PROVIDENCE,Ross P H & Sons 1070 N Main St
3381,"40 Terminal Rd, Providence, RI",Cardox Division Of Chemetron Corp,"['cd1978/entry/1978_Page_91 (3)_36.png', 'cd1978/entry/1978_Page_91 (3)_37.png']",100.0,DRY ICE—MFRS AND WHOLESALE,DRY ICE—MFRS AND WHOLESALE,41.79630853455531,-71.39370691617206,100.0,40 TERMINAL RD PROVIDENCE,Cardox Division Of Chemetron Corp 40 Terminal Rd
3382,"36 Branch Ave, Providence, RI",Duplicating Products Co,['cd1978/entry/1978_Page_91 (3)_45.png'],100.0,DUPLICATING MACHINES AND SUPPLIES,DUPLICATING MACHINES,41.84296041497553,-71.40854056893967,100.0,36 BRANCH AVE PROVIDENCE,Duplicating Products Co 36 Branch Av ~
3383,"221 Thayer St, Providence, RI",East Side Copying,['cd1978/entry/1978_Page_91 (3)_46.png'],100.0,DUPLICATING MACHINES AND SUPPLIES,DUPLICATING MACHINES,41.827669154831135,-71.40052611402547,100.0,221 THAYER ST PROVIDENCE,East Side Copying 221 Thayer St
3384,"102 Waterman St, Providence, RI",Jo-Art Copy Service,['cd1978/entry/1978_Page_91 (3)_47.png'],100.0,DUPLICATING MACHINES AND SUPPLIES,DUPLICATING MACHINES,41.82734138954183,-71.40080792019437,100.0,102 WATERMAN ST PROVIDENCE,Jo-Art Copy Service 102 Waterman St Rm 21
3385,"814 Allens Ave, Providence, RI",Kings Duplicating Co,['cd1978/entry/1978_Page_91 (3)_48.png'],100.0,DUPLICATING MACHINES AND SUPPLIES,DUPLICATING MACHINES,41.792630618635805,-71.39709404827126,100.0,814 ALLENS AVE PROVIDENCE,Kings Duplicating Co 814 Allens Av
3386,"58 Harris Ave, Providence, RI",Hebert Farms,['cd1978/entry/1978_Page_91 (3)_51.png'],100.0,EGG DEALERS—WHOL,EGG DEALERS-WHOLE,41.82743472485717,-71.42105291915075,100.0,58 HARRIS AVE PROVIDENCE,Hebert Farms 58 Harris Av
3387,"104 Gentian Ave, Providence, RI",Oak Tree Farm,['cd1978/entry/1978_Page_91 (3)_52.png'],100.0,EGG DEALERS—WHOL,EGG DEALERS-WHOLE,41.848627664807594,-71.45052314920105,100.0,104 GENTIAN AVE PROVIDENCE,Oak Tree Farm 104 Gentian Av
3388,"369 W Fountain St, Providence, RI",Clouet A A Co Inc,['cd1978/entry/1978_Page_91 (3)_54.png'],100.0,ELASTIC GOODS MFRS,ELASTIC GOODS MFRS,41.81905151178206,-71.42209623039145,100.0,369 WEST FOUNTAIN ST PROVIDENCE,Clouet A A Co Inc 369 W Fountain St
3389,"166 Doyle Ave, Providence, RI",C & K Electric Co,['cd1978/entry/1978_Page_91 (3)_58.png'],100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.83883680166814,-71.40139528739776,100.0,166 DOYLE AVE PROVIDENCE,C & K Electric Co 166 Doyle Av
3390,"70 Ernest St, Providence, RI",Controller's Service & Sales Co Inc,"['cd1978/entry/1978_Page_91 (3)_59.png', 'cd1978/entry/1978_Page_91 (3)_60.png']",100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.794921856269504,-71.39822905559906,100.0,70 ERNEST ST PROVIDENCE,"""Controller's Service & Sales Co Inc 70 Ernest St"""
3391,"40 Tockwotton St, Providence, RI",Electro Power Service Inc,['cd1978/entry/1978_Page_91 (3)_61.png'],100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.81706207411891,-71.39995456238663,100.0,40 TOCKWOTTON ST PROVIDENCE,Electro Power Service Inc 40 Tockwotton St
3392,"200 Richmond St, Providence, RI",J & H ELECTRIC COMPANY INC (WHOLESALE),"['cd1978/entry/1978_Page_91 (3)_62.png', 'cd1978/entry/1978_Page_91 (3)_63.png', 'cd1978/entry/1978_Page_91 (3)_64.png']",100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.81927995601309,-71.40922909271806,100.0,200 RICHMOND ST PROVIDENCE,"J & H ELECTRIC COMPANY INC (WHOLESALE) 200 Richmond St (02901), Tel 421-7840"
3393,"42 Westfield St, Providence, RI",Korn David & Sons,['cd1978/entry/1978_Page_91 (3)_65.png'],100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.81013500947912,-71.42580558570245,100.0,42 WESTFIELD ST PROVIDENCE,Korn David & Sons 42 Westfield St
3394,"42 Westfield St, Providence, RI",Safe Way Electric Motor Co,['cd1978/entry/1978_Page_91 (3)_66.png'],100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.81013500947912,-71.42580558570245,100.0,42 WESTFIELD ST PROVIDENCE,Safe Way Electric Motor Co 42 Westfield St
3395,"303 Allens Ave, Providence, RI",Walco Electric Co Inc,['cd1978/entry/1978_Page_91 (3)_67.png'],100.0,ELECTRIC MOTORS AND GENERATORS—DLRS AND REPAIRING,ELECTRIC MOTORS AND GENERATORS-DLRS AND REPAIRING,41.804943469648165,-71.40231186278785,100.0,303 ALLENS AVE PROVIDENCE,Walco Electric Co Inc 303 Allens Av
3396,"187 Chestnut St, Providence, RI",Schmidt Electric Co Inc,['cd1978/entry/1978_Page_91 (3)_70.png'],100.0,ELECTRIC MOTORS AND -* GENERATORS—MFRS,ELECTRIC MOTORS AND - GENERATORS—MFRS,41.81753708695322,-71.40898647706551,100.0,187 CHESTNUT ST PROVIDENCE,Schmidt Electric Co Inc 187 Chestnut St
3397,"48 Columbus St, Providence, RI",Ail Appliance Service,['cd1978/entry/1978_Page_91 (3)_73.png'],100.0,ELECTRICAL APPLIANCES— SALES AND SERVICE,ELECTRICAL APPLIANCES- SALES AND SERVICE,41.84930204009771,-71.43061668524119,100.0,48 COLUMBUS ST PROVIDENCE,Ail Appliance Service 48 Columbus St
3398,"486 Silver Spring St, Providence, RI",C&M Appliance,['cd1978/entry/1978_Page_91 (3)_74.png'],100.0,ELECTRICAL APPLIANCES— SALES AND SERVICE,ELECTRICAL APPLIANCES- SALES AND SERVICE,41.85604168686225,-71.41104786729348,100.0,486 SILVER SPRING ST PROVIDENCE,C&M Appliance 486 Silver Spring St
3399,"183 9th St, Providence, RI",Strand Appliance Co,"['cd1978/entry/1978_Page_91 (3)_75.png', 'cd1978/entry/1978_Page_91 (3)_76.png']",100.0,ELECTRICAL APPLIANCES— SALES AND SERVICE,ELECTRICAL APPLIANCES- SALES AND SERVICE,41.85340930736675,-71.39485867679211,100.0,183 9TH ST PROVIDENCE,Strand Appliance Co 183 9th St
3400,"132 Vinton St, Providence, RI",O’ROURKE JAMES J INC,"['cd1978/entry/1978_Page_92 (1).chop_3.png', 'cd1978/entry/1978_Page_92 (1).chop_4.png', 'cd1978/entry/1978_Page_92 (1).chop_5.png']",100.0,*ELECTRICAL CONTRACTORS,Electrical Contractors,41.82039231878058,-71.42830748681332,100.0,132 VINTON ST PROVIDENCE,"O’ROURKE JAMES J INC 132 Vinton St (02909), Tels 861-6326, 861-4290 (See Index To Advertisers)"
3401,"316 Cranston St, Providence, RI",Appliance Parts Co,['cd1978/entry/1978_Page_92 (1).chop_8.png'],100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.81269253492759,-71.42930866006066,100.0,316 CRANSTON ST PROVIDENCE,Appliance Parts Co 316 Cranston St
3402,"245 Chapman St, Providence, RI",Botts Electric Supply Co Inc,['cd1978/entry/1978_Page_92 (1).chop_9.png'],100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.792405789673005,-71.40225661069525,100.0,245 CHAPMAN ST PROVIDENCE,Botts Electric Supply Co Inc 245 Chapman St
3403,"14 Bassett St, Providence, RI",Century Electric Supply,['cd1978/entry/1978_Page_92 (1).chop_10.png'],100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.87000704744957,-71.4275298240876,100.0,14 BASSETT ST PROVIDENCE,Century Electric Supply 14 Bassett St
3404,"1229 Westminster St, Providence, RI",City Hall Electric Supply Inc,"['cd1978/entry/1978_Page_92 (1).chop_11.png', 'cd1978/entry/1978_Page_92 (1).chop_12.png']",100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.81690318301447,-71.42926175121268,100.0,1229 WESTMINSTER ST PROVIDENCE,City Hall Electric Supply Inc 1229 Westminster St
3405,"26 Silver Spring St, Providence, RI",Crown Supply Co Inc,['cd1978/entry/1978_Page_92 (1).chop_13.png'],100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.84530876043427,-71.41815916656539,100.0,26 SILVER SPRING ST PROVIDENCE,Crown Supply Co Inc 26 Silver Spring St
3406,"586 Atwells Ave, Providence, RI",General Electric Co Providence Base Plant,"['cd1978/entry/1978_Page_92 (1).chop_14.png', 'cd1978/entry/1978_Page_92 (1).chop_15.png']",100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.824461532532325,-71.4364743659396,100.0,586 ATWELLS AVE PROVIDENCE,General Electric Co Providence Base Plant 586 Atwells Av
3407,"359 Eddy St, Providence, RI",Leavitt-Colson Co,['cd1978/entry/1978_Page_92 (1).chop_16.png'],100.0,ELECTRICAL EQUIPMENT AND SUPPLIES—DEALERS,Electrical Equipment and Supplies-Dealers,41.81823041820375,-71.40750740499354,100.0,359 EDDY ST PROVIDENCE,Leavitt-Colson Co 359 Eddy St
