,Header,Text,File_List,clean_header,score,matched
3286,CONTRACTORS—PLUMBING,D'Amore Augustus J 792 Atwells Av,['cd1978/entry/1978_Page_88 (2)_29.png'],CONTRACTORS-PLUMBING,100.0,True
3287,CONTRACTORS—PLUMBING,De Falco Joseph H Jr 64 Cushing St (N Prov),['cd1978/entry/1978_Page_88 (2)_30.png'],CONTRACTORS-PLUMBING,100.0,True
3288,CONTRACTORS—PLUMBING,Elmwood Plumbing Inc 59 Redwing St,['cd1978/entry/1978_Page_88 (2)_31.png'],CONTRACTORS-PLUMBING,100.0,True
3289,CONTRACTORS—PLUMBING,Federici Thos Plumbing & Heating 5 Randall Av (N Prov),"['cd1978/entry/1978_Page_88 (2)_32.png', 'cd1978/entry/1978_Page_88 (2)_33.png']",CONTRACTORS-PLUMBING,100.0,True
3290,CONTRACTORS—PLUMBING,Ferrazza Robt P 121 Eastwood Av,['cd1978/entry/1978_Page_88 (2)_34.png'],CONTRACTORS-PLUMBING,100.0,True
3291,CONTRACTORS—PLUMBING,Gemma Eleuterio 55 Isabella Av,['cd1978/entry/1978_Page_88 (2)_35.png'],CONTRACTORS-PLUMBING,100.0,True
3292,CONTRACTORS—PLUMBING,Iasimone Benedetto V 41 Stonelaw Av,['cd1978/entry/1978_Page_88 (2)_36.png'],CONTRACTORS-PLUMBING,100.0,True
3293,CONTRACTORS—PLUMBING,Insana Thos D 1248 Douglas Av (N Prov),['cd1978/entry/1978_Page_88 (2)_37.png'],CONTRACTORS-PLUMBING,100.0,True
3294,CONTRACTORS—PLUMBING,Klien Max & Son Inc 28 Carr St,['cd1978/entry/1978_Page_88 (2)_38.png'],CONTRACTORS-PLUMBING,100.0,True
3295,CONTRACTORS—PLUMBING,Lees F G & Son Inc 263 Richmond St,['cd1978/entry/1978_Page_88 (2)_39.png'],CONTRACTORS-PLUMBING,100.0,True
3296,CONTRACTORS—PLUMBING,Maglio Inc 1735 Mineral Spring Av(N Prov),['cd1978/entry/1978_Page_88 (2)_40.png'],CONTRACTORS-PLUMBING,100.0,True
3297,CONTRACTORS—PLUMBING,Maglione Leonardo B 41 Rushmore Av,['cd1978/entry/1978_Page_88 (2)_41.png'],CONTRACTORS-PLUMBING,100.0,True
3298,CONTRACTORS—PLUMBING,Mahoney John A Plumbing & Heating 563 Broadway,"['cd1978/entry/1978_Page_88 (2)_42.png', 'cd1978/entry/1978_Page_88 (2)_43.png']",CONTRACTORS-PLUMBING,100.0,True
3299,CONTRACTORS—PLUMBING,Manzi A Plumbing 19 Balmoral Av,['cd1978/entry/1978_Page_88 (2)_44.png'],CONTRACTORS-PLUMBING,100.0,True
3300,CONTRACTORS—PLUMBING,Matzner H & Sons 351 Douglas Av,['cd1978/entry/1978_Page_88 (2)_45.png'],CONTRACTORS-PLUMBING,100.0,True
3301,CONTRACTORS—PLUMBING,Mooradian Mich] 785 Manton Av,['cd1978/entry/1978_Page_88 (2)_46.png'],CONTRACTORS-PLUMBING,100.0,True
3302,CONTRACTORS—PLUMBING,Mouradjian Aram 151 Isabella Av,['cd1978/entry/1978_Page_88 (2)_47.png'],CONTRACTORS-PLUMBING,100.0,True
3303,CONTRACTORS—PLUMBING,Muto Antonio N 154 Leah St,['cd1978/entry/1978_Page_88 (2)_48.png'],CONTRACTORS-PLUMBING,100.0,True
3304,CONTRACTORS—PLUMBING,O'Connor John F Co 125 Gano St,['cd1978/entry/1978_Page_88 (2)_49.png'],CONTRACTORS-PLUMBING,100.0,True
3305,CONTRACTORS—PLUMBING,Olean Anthony Plumbing & Heating Co Inc 754 Branch Av,"['cd1978/entry/1978_Page_88 (2)_50.png', 'cd1978/entry/1978_Page_88 (2)_51.png']",CONTRACTORS-PLUMBING,100.0,True
3306,CONTRACTORS—PLUMBING,Olean Thomas & Sons Inc Rear 755 N Main St,"['cd1978/entry/1978_Page_88 (2)_52.png', 'cd1978/entry/1978_Page_88 (2)_53.png']",CONTRACTORS-PLUMBING,100.0,True
3307,CONTRACTORS—PLUMBING,Pasqualucci John 27 Danby St,['cd1978/entry/1978_Page_88 (2)_54.png'],CONTRACTORS-PLUMBING,100.0,True
3308,CONTRACTORS—PLUMBING,Pono Anthony 767 Douglas Av,['cd1978/entry/1978_Page_88 (2)_55.png'],CONTRACTORS-PLUMBING,100.0,True
3309,CONTRACTORS—PLUMBING,Pono Kevin A 767 Douglas Av,['cd1978/entry/1978_Page_88 (2)_56.png'],CONTRACTORS-PLUMBING,100.0,True
3310,CONTRACTORS—PLUMBING,Ranallo Thos R 23 Longue Vue Av (N Prov),['cd1978/entry/1978_Page_88 (2)_57.png'],CONTRACTORS-PLUMBING,100.0,True
3311,CONTRACTORS—PLUMBING,Rogers Charles R 365 Williams St,['cd1978/entry/1978_Page_88 (2)_58.png'],CONTRACTORS-PLUMBING,100.0,True
3312,CONTRACTORS—PLUMBING,Rosati E Plumbing & Heating Co 481 Charles St,"['cd1978/entry/1978_Page_88 (2)_59.png', 'cd1978/entry/1978_Page_88 (2)_60.png']",CONTRACTORS-PLUMBING,100.0,True
3313,CONTRACTORS—PLUMBING,Swajian Al & Son Plumbing Co 256 Washington Av,"['cd1978/entry/1978_Page_88 (2)_61.png', 'cd1978/entry/1978_Page_88 (2)_62.png']",CONTRACTORS-PLUMBING,100.0,True
3314,CONTRACTORS—PLUMBING,Tirocchi Pl.mbing & Heating Co 254 Plainfield St,"['cd1978/entry/1978_Page_88 (2)_63.png', 'cd1978/entry/1978_Page_88 (2)_64.png']",CONTRACTORS-PLUMBING,100.0,True
3315,CONTRACTORS—PLUMBING,Toohey Plumbing Co Inc 233 Manton Av,['cd1978/entry/1978_Page_88 (2)_65.png'],CONTRACTORS-PLUMBING,100.0,True
3316,CONTRACTORS—PLUMBING,Velletri Plumbing & Heating 35 Kinfield St,['cd1978/entry/1978_Page_88 (2)_66.png'],CONTRACTORS-PLUMBING,100.0,True
3317,CONTRACTORS—PLUMBING,Whetstone And Son 34 Marlborough Av,['cd1978/entry/1978_Page_88 (2)_67.png'],CONTRACTORS-PLUMBING,100.0,True
3318,CONTRACTORS—PLUMBING,White Charles E 10 Hendrick St,['cd1978/entry/1978_Page_88 (2)_68.png'],CONTRACTORS-PLUMBING,100.0,True
3319,CONTRACTORS—PLUMBING,Zarlenga Bros Plumbing & Heating 508 Branch Av,"['cd1978/entry/1978_Page_88 (2)_69.png', 'cd1978/entry/1978_Page_88 (2)_70.png']",CONTRACTORS-PLUMBING,100.0,True
3320,CONTRACTORS—PLUMBING,Zinno Henry 88 Waite St,['cd1978/entry/1978_Page_88 (2)_71.png'],CONTRACTORS-PLUMBING,100.0,True
3321,CONTRACTORS—ROAD,Derby Constn Inc 1359a Broad St,['cd1978/entry/1978_Page_88 (2)_73.png'],Contractors-Road,100.0,True
3322,CONTRACTORS—ROAD,"GAMMINO M A CONSTRUCTION CO 728 Valley St (02908), Tel 421-0234 875 Phenix Av, Cranston Tel 942-7306","['cd1978/entry/1978_Page_88 (2)_74.png', 'cd1978/entry/1978_Page_88 (2)_75.png', 'cd1978/entry/1978_Page_88 (2)_76.png']",Contractors-Road,100.0,True
3323,CONTRACTORS—ROAD,Narragansett Improvement Co 223 Allens Av,['cd1978/entry/1978_Page_88 (2)_77.png'],Contractors-Road,100.0,True
3324,CONTRACTORS—ROOFING,B & S Roofing Co 32 Selkirk St,['cd1978/entry/1978_Page_88 (2)_79.png'],CONTRACTORS-ROOFING,100.0,True
3325,CONTRACTORS—ROOFING,Crudele Joseph F Jr 29 Hereford St,['cd1978/entry/1978_Page_88 (2)_80.png'],CONTRACTORS-ROOFING,100.0,True
3326,CONTRACTORS—ROOFING,Custom Roofing Inc 24 East St,['cd1978/entry/1978_Page_88 (2)_81.png'],CONTRACTORS-ROOFING,100.0,True
3327,CONTRACTORS—ROOFING,Dagles Russell B 80 Wadsworth St,['cd1978/entry/1978_Page_88 (2)_82.png'],CONTRACTORS-ROOFING,100.0,True
3328,CONTRACTORS—ROOFING,Hillas John F 97 Hudson St,['cd1978/entry/1978_Page_88 (2)_83.png'],CONTRACTORS-ROOFING,100.0,True
3329,CONTRACTORS—ROOFING,Hornstein Milton 131 4th St,['cd1978/entry/1978_Page_88 (2)_84.png'],CONTRACTORS-ROOFING,100.0,True
3330,CONTRACTORS—ROOFING,Kounelis Wm 52 Calla St,['cd1978/entry/1978_Page_88 (2)_85.png'],CONTRACTORS-ROOFING,100.0,True
3331,CONTRACTORS—ROOFING,Lopez Phyllis A Mrs 203 Waldo St,['cd1978/entry/1978_Page_88 (2)_86.png'],CONTRACTORS-ROOFING,100.0,True
3332,CONTRACTORS—ROOFING—CONTD,Marzella Mario A 116 Metcalf St,['cd1978/entry/1978_Page_88 (3)_2.png'],CONTRACTORS-ROOFING,100.0,True
3333,CONTRACTORS—ROOFING—CONTD,Polrais Louis R 12 Hillside Av,['cd1978/entry/1978_Page_88 (3)_3.png'],CONTRACTORS-ROOFING,100.0,True
3334,CONTRACTORS—ROOFING—CONTD,Rhody Roofing & Siding Co 850 Broad St,['cd1978/entry/1978_Page_88 (3)_4.png'],CONTRACTORS-ROOFING,100.0,True
3335,CONTRACTORS—ROOFING—CONTD,Suali Joseph & Sons Roofing Co Inc 90 Farmington Av,"['cd1978/entry/1978_Page_88 (3)_5.png', 'cd1978/entry/1978_Page_88 (3)_6.png']",CONTRACTORS-ROOFING,100.0,True
3336,CONTRACTORS—ROOFING—CONTD,Tenkarian Armen D 477 Hope St,['cd1978/entry/1978_Page_88 (3)_7.png'],CONTRACTORS-ROOFING,100.0,True
3337,CONTRACTORS—ROOFING—CONTD,"TILO CO INC 2197 Broad St (Cranston; 02910), Tel 461-9140","['cd1978/entry/1978_Page_88 (3)_8.png', 'cd1978/entry/1978_Page_88 (3)_9.png']",CONTRACTORS-ROOFING,100.0,True
3338,CONTRACTORS—ROOFING—CONTD,Trinity Roofing Co Rear 62 Bridgham St,['cd1978/entry/1978_Page_88 (3)_10.png'],CONTRACTORS-ROOFING,100.0,True
3339,CONTRACTORS—ROOFING—CONTD,Volpe Roofing Co 230 Leah St,['cd1978/entry/1978_Page_88 (3)_11.png'],CONTRACTORS-ROOFING,100.0,True
3340,CONTRACTORS—SEWER AND DRAIN,Eagle Drain Co 406 Admiral St,['cd1978/entry/1978_Page_88 (3)_14.png'],CONTRACTORS-SEWER AND DRAIN,100.0,True
3341,CONTRACTORS—SEWER AND DRAIN,Gammino Drain Laying & Plumbing Inc 34 Stonelaw Av,"['cd1978/entry/1978_Page_88 (3)_15.png', 'cd1978/entry/1978_Page_88 (3)_16.png']",CONTRACTORS-SEWER AND DRAIN,100.0,True
3342,CONTRACTORS—SEWER AND DRAIN,Ricci Drain-Laying Co Inc 19 Lily St,['cd1978/entry/1978_Page_88 (3)_17.png'],CONTRACTORS-SEWER AND DRAIN,100.0,True
3343,CONTRACTORS—SEWER AND DRAIN,Ricci Felix 27 Hendrick St,['cd1978/entry/1978_Page_88 (3)_18.png'],CONTRACTORS-SEWER AND DRAIN,100.0,True
3344,CONTRACTORS—SHEET METAL,Annex Sheet Metal & Roofing Co Inc 471 Plainfield St,"['cd1978/entry/1978_Page_88 (3)_21.png', 'cd1978/entry/1978_Page_88 (3)_22.png']",CONTRACTORS-SHEET METAL,100.0,True
3345,CONTRACTORS—SHEET METAL,Bromberg H & Son Inc 669 Elmwood Av,['cd1978/entry/1978_Page_88 (3)_23.png'],CONTRACTORS-SHEET METAL,100.0,True
3346,CONTRACTORS—SHEET METAL,C D Sheetmetal & Roofing Co 41 Putnam St,['cd1978/entry/1978_Page_88 (3)_24.png'],CONTRACTORS-SHEET METAL,100.0,True
3347,CONTRACTORS—SHEET METAL,Conti John J 143 Tell St,['cd1978/entry/1978_Page_88 (3)_25.png'],CONTRACTORS-SHEET METAL,100.0,True
3348,CONTRACTORS—SHEET METAL,Kessler Sheet Metal 91 Hartford Av,['cd1978/entry/1978_Page_88 (3)_26.png'],CONTRACTORS-SHEET METAL,100.0,True
3349,CONTRACTORS—SHEET METAL,Lewis Israel R 89 Lexington Av,['cd1978/entry/1978_Page_88 (3)_27.png'],CONTRACTORS-SHEET METAL,100.0,True
3350,CONTRACTORS—SHEET METAL,Madden James A 17 Priscilla Av,['cd1978/entry/1978_Page_88 (3)_28.png'],CONTRACTORS-SHEET METAL,100.0,True
3351,CONTRACTORS—SHEET METAL,Mathewson Geo Jr 250 Lowell Av,['cd1978/entry/1978_Page_88 (3)_29.png'],CONTRACTORS-SHEET METAL,100.0,True
3352,CONTRACTORS—SHEET METAL,Planair Sheet Metal Co Inc 39 Central St,['cd1978/entry/1978_Page_88 (3)_30.png'],CONTRACTORS-SHEET METAL,100.0,True
3353,CONTRACTORS—SHEET METAL,Prisco’s Metal Works 147 Delaine St,['cd1978/entry/1978_Page_88 (3)_31.png'],CONTRACTORS-SHEET METAL,100.0,True
3354,CONTRACTORS—SHEET METAL,Quarters Metal Processing 1306 Broad St,['cd1978/entry/1978_Page_88 (3)_32.png'],CONTRACTORS-SHEET METAL,100.0,True
3355,CONTRACTORS—SHEET METAL,Superior Sheet Metal Works Inc 72 Reservoir Av,"['cd1978/entry/1978_Page_88 (3)_33.png', 'cd1978/entry/1978_Page_88 (3)_34.png']",CONTRACTORS-SHEET METAL,100.0,True
3356,CONTRACTORS—SHEET METAL,Universal Sheet Metal & Roofing Co 45 Anthony Av,"['cd1978/entry/1978_Page_88 (3)_35.png', 'cd1978/entry/1978_Page_88 (3)_36.png']",CONTRACTORS-SHEET METAL,100.0,True
3357,CONTRACTORS—SIDING,C DL Inc 13 Fremont St,['cd1978/entry/1978_Page_88 (3)_38.png'],CONTRACTORS—SIDING,81.0,False
3358,CONTRACTORS—SIDING,Ethier David C 64 Standish Av,['cd1978/entry/1978_Page_88 (3)_39.png'],CONTRACTORS—SIDING,81.0,False
3359,CONTRACTORS—SWIMMING POOL,Regent Pool 205 Regent Av,['cd1978/entry/1978_Page_88 (3)_42.png'],CONTRACTORS—SWIMMING POOL,75.5,False
3360,CONTRACTORS—TILE,Blackstone Tile & Marble Co Inc 1744 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_88 (3)_44.png', 'cd1978/entry/1978_Page_88 (3)_45.png']",CONTRACTORS-TILE,100.0,True
3361,CONTRACTORS—TILE,Catanzaro Robt J 17 Ticknor St,['cd1978/entry/1978_Page_88 (3)_46.png'],CONTRACTORS-TILE,100.0,True
3362,CONTRACTORS—TILE,Chamalian Geo 20 Donelson St,['cd1978/entry/1978_Page_88 (3)_47.png'],CONTRACTORS-TILE,100.0,True
3363,CONTRACTORS—TILE,Federal Tile Co 56 Job St,['cd1978/entry/1978_Page_88 (3)_48.png'],CONTRACTORS-TILE,100.0,True
3364,CONTRACTORS—TILE,Fusco Tile Corp 209 Manton Av,['cd1978/entry/1978_Page_88 (3)_49.png'],CONTRACTORS-TILE,100.0,True
3365,CONTRACTORS—TILE,Jolicoeur & Resmini Co Inc 754 Branch Av,['cd1978/entry/1978_Page_88 (3)_50.png'],CONTRACTORS-TILE,100.0,True
3366,CONTRACTORS—TILE,Marold Jesse H 150 9th St,['cd1978/entry/1978_Page_88 (3)_51.png'],CONTRACTORS-TILE,100.0,True
3367,CONTRACTORS—TILE,Rhode Island Tile Co 22 Actinia St,['cd1978/entry/1978_Page_88 (3)_52.png'],CONTRACTORS-TILE,100.0,True
3368,CONTRACTORS— WATERPROOFING,Brisk Water Proofing Co Inc 6 Almy St,['cd1978/entry/1978_Page_88 (3)_55.png'],CONTRACTORS— WATERPROOFING,78.0,False
3369,CONTRACTORS— WATERPROOFING,Everseal Waterproofing 111 Westminster St Rm 915,"['cd1978/entry/1978_Page_88 (3)_56.png', 'cd1978/entry/1978_Page_88 (3)_57.png']",CONTRACTORS— WATERPROOFING,78.0,False
3370,CONTRACTORS— WATERPROOFING,Joyner C B Co Inc 1025 Eddy St,['cd1978/entry/1978_Page_88 (3)_58.png'],CONTRACTORS— WATERPROOFING,78.0,False
3371,CONTRACTORS—WRECKING,Ocean State Building Wrecking 17 Dunford St,['cd1978/entry/1978_Page_88 (3)_60.png'],CONTRACTORS—WRECKING,80.5,False
3372,CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,B T Equipment Co (Div Of Gilbane Bldg Co) 50 Houghton St,"['cd1978/entry/1978_Page_88 (3)_64.png', 'cd1978/entry/1978_Page_88 (3)_65.png']",CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,77.5,False
3373,CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,Cape Cod Staging & Equipment Mfg Co Inc 7 Dike St,"['cd1978/entry/1978_Page_88 (3)_66.png', 'cd1978/entry/1978_Page_88 (3)_67.png']",CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,77.5,False
3374,CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,Panbro Sales Corp 450 Valley St -,['cd1978/entry/1978_Page_88 (3)_68.png'],CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,77.5,False
3375,CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,Tri State Equipment Corp Fields Point Dr,['cd1978/entry/1978_Page_88 (3)_69.png'],CONTRACTORS’ SUPPLIES AND EQUIPMENT— DEALERS AND REPAIRING,77.5,False
3376,CONTRACTORS’ SUPPLIES AND EQUIPMENT— RENTAL,F E I Industries Inc 51 Prescott St,['cd1978/entry/1978_Page_89 (1)_4.png'],CONTRACTORS’ SUPPLIES AND EQUIPMENT— RENTAL,84.0,False
3377,CONTROL SYSTEMS,Swiss Controls 111 Westminster St Rm 915,['cd1978/entry/1978_Page_89 (1)_6.png'],TEMPERATURE CONTROL SYSTEMS,85.5,True
3378,CONVALESCENT HOMES,Cranston Boarding Home 654 Cranston St,['cd1978/entry/1978_Page_89 (1)_8.png'],CONVALESCENT HOMES,100.0,True
3379,CONVENTS,Assumption Convent 530 Dexter St,['cd1978/entry/1978_Page_89 (1)_10.png'],CONVENTS,100.0,True
3380,CONVENTS,Blessed Sacrament Convent 20 Atkins St,['cd1978/entry/1978_Page_89 (1)_11.png'],CONVENTS,100.0,True
3381,CONVENTS,Convent Of Notre Dame 113 Camp St,['cd1978/entry/1978_Page_89 (1)_12.png'],CONVENTS,100.0,True
3382,CONVENTS,Daughters Of The Holy Ghost Convent 18 Parkis Av,"['cd1978/entry/1978_Page_89 (1)_13.png', 'cd1978/entry/1978_Page_89 (1)_14.png']",CONVENTS,100.0,True
3383,CONVENTS,Holy Ghost Convent 67 Ridge St,['cd1978/entry/1978_Page_89 (1)_15.png'],CONVENTS,100.0,True
3384,CONVENTS,House Of Faith 152 Holden St,['cd1978/entry/1978_Page_89 (1)_16.png'],CONVENTS,100.0,True
3385,CONVENTS,House Of The Holy Nativity 134 Power St,['cd1978/entry/1978_Page_89 (1)_17.png'],CONVENTS,100.0,True
3386,CONVENTS,Mary's House 17 Washburn St,['cd1978/entry/1978_Page_89 (1)_18.png'],CONVENTS,100.0,True
3387,CONVENTS,Our Lady Of Lourdes Convent 211 Carleton St,['cd1978/entry/1978_Page_89 (1)_19.png'],CONVENTS,100.0,True
3388,CONVENTS,Saint Augustine's Convent 24 Elmcrest Av,['cd1978/entry/1978_Page_89 (1)_20.png'],CONVENTS,100.0,True
3389,CONVENTS,Saint Bartholomew’s Convent 300 Laurel Hill Av,"['cd1978/entry/1978_Page_89 (1)_21.png', 'cd1978/entry/1978_Page_89 (1)_22.png']",CONVENTS,100.0,True
3390,CONVENTS,Saint Charles Residence 165 Harrison St,['cd1978/entry/1978_Page_89 (1)_23.png'],CONVENTS,100.0,True
3391,CONVENTS,Saint Edward Convent 982 Branch Av,['cd1978/entry/1978_Page_89 (1)_24.png'],CONVENTS,100.0,True
3392,CONVENTS,Saint Margaret’s Convent 173 Dean St,['cd1978/entry/1978_Page_89 (1)_25.png'],CONVENTS,100.0,True
3393,CONVENTS,Saint Mary’s Convent 7 Bainbridge Av,['cd1978/entry/1978_Page_89 (1)_26.png'],CONVENTS,100.0,True
3394,CONVENTS,Saint Pius Convent 30 Elmhurst Av,['cd1978/entry/1978_Page_89 (1)_27.png'],CONVENTS,100.0,True
3395,CONVENTS,Saint Raymond’s Convent 29 9th St,['cd1978/entry/1978_Page_89 (1)_28.png'],CONVENTS,100.0,True
3396,CONVENTS,Saint Thomas Convent 41 Edendale Av,['cd1978/entry/1978_Page_89 (1)_29.png'],CONVENTS,100.0,True
3397,CONVENTS,Sisters Of The Holy Union 3 Steere Av (N Prov),"['cd1978/entry/1978_Page_89 (1)_30.png', 'cd1978/entry/1978_Page_89 (1)_31.png']",CONVENTS,100.0,True
3398,CONVENTS,Sistera Of The Presentation 30 Mongenais St,['cd1978/entry/1978_Page_89 (1)_32.png'],CONVENTS,100.0,True
3399,CONVENTS,Talbot House No 6 (Men’s Div) 265 Oxford St,['cd1978/entry/1978_Page_89 (1)_33.png'],CONVENTS,100.0,True
3400,CORDAGE AND TWINE— MFRS AND WHOLESALE,House Of Twine 50 Sprague St,['cd1978/entry/1978_Page_89 (1)_36.png'],CORDAGE AND TWINE— MFRS AND WHOLESALE,75.0,False
3401,CORDAGE AND TWINE— MFRS AND WHOLESALE,Jette Wm M And Sons 68 Salem St,['cd1978/entry/1978_Page_89 (1)_37.png'],CORDAGE AND TWINE— MFRS AND WHOLESALE,75.0,False
3402,CORSETIERES,Doris Corset Shoppe 187 Westminster St Rm 406,"['cd1978/entry/1978_Page_89 (1)_39.png', 'cd1978/entry/1978_Page_89 (1)_40.png']",Corsetieres,100.0,True
3403,CORSETIERES,Spencer Support Shop 139 Mathewson St Rm 403,"['cd1978/entry/1978_Page_89 (1)_41.png', 'cd1978/entry/1978_Page_89 (1)_42.png']",Corsetieres,100.0,True
3404,COSMETICS,Archer Kent (Discount Cosmetic) 240 Westminster St,"['cd1978/entry/1978_Page_89 (1)_44.png', 'cd1978/entry/1978_Page_89 (1)_45.png']",COSMETICS,100.0,True
3405,COSMETICS,Archer Kent Inc (Br) 103 Washington St,['cd1978/entry/1978_Page_89 (1)_46.png'],COSMETICS,100.0,True
3406,COSMETICS,Avon Products 1845 Smith St (N Prov) Rm 9,['cd1978/entry/1978_Page_89 (1)_47.png'],COSMETICS,100.0,True
3407,COSMETICS,Brooks Discount (Br) 199 Westminster St,['cd1978/entry/1978_Page_89 (1)_48.png'],COSMETICS,100.0,True
3408,COSMETICS,Charles-Leonard Co 284 Slater Av,['cd1978/entry/1978_Page_89 (1)_49.png'],COSMETICS,100.0,True
3409,COSMETICS,Masse Rita Ltd 793 Hope St,['cd1978/entry/1978_Page_89 (1)_50.png'],COSMETICS,100.0,True
3410,COSMETICS,Natural Woman 130 Westminster St Rm B,['cd1978/entry/1978_Page_89 (1)_51.png'],COSMETICS,100.0,True
3411,COSMETICS,Natural Woman Bsmt 281 Thayer St,['cd1978/entry/1978_Page_89 (1)_52.png'],COSMETICS,100.0,True
3412,COSMETICS,Tiffany's North Skin Care Center 2209 Mineral Spring Av(N Prov),"['cd1978/entry/1978_Page_89 (1)_53.png', 'cd1978/entry/1978_Page_89 (1)_54.png']",COSMETICS,100.0,True
3413,COSTUME JEWELRY,Custom Craft Co 222 Hartford Av,['cd1978/entry/1978_Page_89 (1)_56.png'],COSTUME JEWELRY,72.5,False
3414,COSTUME JEWELRY,Hardwood Mfg Co 415 Valley St,['cd1978/entry/1978_Page_89 (1)_57.png'],COSTUME JEWELRY,72.5,False
3415,COSTUME JEWELRY,Mars Mfg Co Inc 68 Dike St,['cd1978/entry/1978_Page_89 (1)_58.png'],COSTUME JEWELRY,72.5,False
3416,COSTUME JEWELRY,Rankin Harold Inc 28 Bishop St,['cd1978/entry/1978_Page_89 (1)_59.png'],COSTUME JEWELRY,72.5,False
3417,COSTUMERS,Associated Costume Rental Service 41 Vinton St,"['cd1978/entry/1978_Page_89 (1)_61.png', 'cd1978/entry/1978_Page_89 (1)_62.png']",Costumers,100.0,True
3418,COTTON DEALERS,Hegeman & Co Inc 94 Waterman St,['cd1978/entry/1978_Page_89 (1)_64.png'],Cotton Dealers,100.0,True
3419,COURT REPORTERS,Fortin Janice D & Associates 76 Westminster St Rm 321,"['cd1978/entry/1978_Page_89 (1)_66.png', 'cd1978/entry/1978_Page_89 (1)_67.png']",COURT REPORTERS,100.0,True
3420,*CREDIT BUREAUS,"C T 1 REPORTS 101 Main St (Pawtucket, 02860), Tel 723-2819 (See Index To Advertisers)","['cd1978/entry/1978_Page_89 (1)_69.png', 'cd1978/entry/1978_Page_89 (1)_70.png', 'cd1978/entry/1978_Page_89 (1)_71.png']",CREDIT BUREAUS,80.0,False
3421,CREDIT REPORTING AGENCIES,Callaghan Reporting Service 111 Westminster St Rm 729,"['cd1978/entry/1978_Page_89 (2)_3.png', 'cd1978/entry/1978_Page_89 (2)_4.png']",CREDIT REPORTING AGENCIES,100.0,True
3422,CREDIT REPORTING AGENCIES,Credit Bureau Of Greater Providence 40 Fountain St Rm 701,"['cd1978/entry/1978_Page_89 (2)_5.png', 'cd1978/entry/1978_Page_89 (2)_6.png']",CREDIT REPORTING AGENCIES,100.0,True
3423,CREDIT REPORTING AGENCIES,Dun & Bradstreet 198 Dyer St Rm 210,['cd1978/entry/1978_Page_89 (2)_7.png'],CREDIT REPORTING AGENCIES,100.0,True
3424,CREDIT REPORTING AGENCIES,"JEWELERS BOARD OF TRADE INC 70 Catamore Blvd (02914), Tel 438-0750","['cd1978/entry/1978_Page_89 (2)_8.png', 'cd1978/entry/1978_Page_89 (2)_9.png']",CREDIT REPORTING AGENCIES,100.0,True
3425,CREDIT REPORTING AGENCIES,"MERCHANTS REPORTING SERVICE 106 Rolfe St (Cranston; 02910), Tel 781-5000","['cd1978/entry/1978_Page_89 (2)_10.png', 'cd1978/entry/1978_Page_89 (2)_11.png', 'cd1978/entry/1978_Page_89 (2)_12.png']",CREDIT REPORTING AGENCIES,100.0,True
3426,CREDIT REPORTING AGENCIES,Rhode Island Credit Bureau Inc 40 Fountain St Rm 701,"['cd1978/entry/1978_Page_89 (2)_13.png', 'cd1978/entry/1978_Page_89 (2)_14.png']",CREDIT REPORTING AGENCIES,100.0,True
3427,CREDIT UNIONS,"CENTRAL CREDIT UNION 2240 Mineral Spring Av (N Providence; 02911), Tel 231-9500","['cd1978/entry/1978_Page_89 (2)_16.png', 'cd1978/entry/1978_Page_89 (2)_17.png', 'cd1978/entry/1978_Page_89 (2)_18.png']",CREDIT UNIONS,100.0,True
3428,CREDIT UNIONS,CO-OP CREDIT UNION Main Office 1060 Park Av (Cranston; 02910) Tel 944-7750 (See Index To Advertisers),"['cd1978/entry/1978_Page_89 (2)_19.png', 'cd1978/entry/1978_Page_89 (2)_20.png', 'cd1978/entry/1978_Page_89 (2)_21.png']",CREDIT UNIONS,100.0,True
3429,CREDIT UNIONS,Coro Federal Credit Union 167 Point St,['cd1978/entry/1978_Page_89 (2)_22.png'],CREDIT UNIONS,100.0,True
3430,CREDIT UNIONS,"FAIRLAWN CREDIT UNION 571 Smithfield Av (Pawtucket; 02860), Tel 724-2330 (See Index To Advertisers)","['cd1978/entry/1978_Page_89 (2)_23.png', 'cd1978/entry/1978_Page_89 (2)_24.png', 'cd1978/entry/1978_Page_89 (2)_25.png']",CREDIT UNIONS,100.0,True
3431,CREDIT UNIONS,"GREENWOOD CREDIT UNION 2669 Post Rd (Warwick; 02886), Tel 739- 4600 (See Index To Advertisers)","['cd1978/entry/1978_Page_89 (2)_26.png', 'cd1978/entry/1978_Page_89 (2)_27.png', 'cd1978/entry/1978_Page_89 (2)_28.png']",CREDIT UNIONS,100.0,True
